UID,Authors,PubDate(Year),PubDate(Month),Title,Summary
26034796,Cook PG,2015,Apr,The role of tracers in hydrogeology.,Cook PG.The role of tracers in hydrogeology. Ground Water. 2015 Apr; 53 Suppl 1:1-2. 
26057623,"Johnson WP, Frederick LE, Millington MR, Vala D, Reese BK, Freedman DR, Stenten CJ, Trauscht JS, Tingey CE, Kip Solomon D, Fernandez DP, Bowen GJ",2015,Nov,"Potential impacts to perennial springs from tar sand mining, processing, and disposal on the Tavaputs Plateau, Utah, USA.","Johnson WP, Frederick LE, Millington MR, Vala D, Reese BK, Freedman DR, Stenten CJ, Trauscht JS, Tingey CE, Kip Solomon D, Fernandez DP, Bowen GJ.Potential impacts to perennial springs from tar sand mining, processing, and disposal on the Tavaputs Plateau, Utah, USA. Sci Total Environ. 2015 Nov 1; 532:20-30. "
26081739,"Schiperski F, Zirlewagen J, Hillebrand O, Nödler K, Licha T, Scheytt T",2015,Nov,Relationship between organic micropollutants and hydro-sedimentary processes at a karst spring in south-west Germany.,"Schiperski F, Zirlewagen J, Hillebrand O, Nödler K, Licha T, Scheytt T.Relationship between organic micropollutants and hydro-sedimentary processes at a karst spring in south-west Germany. Sci Total Environ. 2015 Nov 1; 532:360-7. "
26093222,"Marín AI, Andreo B, Mudarra M",2015,Nov,Vulnerability mapping and protection zoning of karst springs. Validation by multitracer tests.,"Marín AI, Andreo B, Mudarra M.Vulnerability mapping and protection zoning of karst springs. Validation by multitracer tests. Sci Total Environ. 2015 Nov 1; 532:435-46. "
26111653,"Sun Z, Xu G, Hao T, Huang Z, Fang H, Wang G",2015,Aug,Release of heavy metals from sediment bed under wave-induced liquefaction.,"Sun Z, Xu G, Hao T, Huang Z, Fang H, Wang G.Release of heavy metals from sediment bed under wave-induced liquefaction. Mar Pollut Bull. 2015 Aug 15; 97(1-2):209-16. "
26170113,"Liesch T, Hinrichsen S, Goldscheider N",2015,Dec,Uranium in groundwater--Fertilizers versus geogenic sources.,"Liesch T, Hinrichsen S, Goldscheider N.Uranium in groundwater--Fertilizers versus geogenic sources. Sci Total Environ. 2015 Dec 1; 536:981-95. "
26172603,"Da Lio C, Carol E, Kruse E, Teatini P, Tosi L",2015,Nov,"Saltwater contamination in the managed low-lying farmland of the Venice coast, Italy: An assessment of vulnerability.","Da Lio C, Carol E, Kruse E, Teatini P, Tosi L.Saltwater contamination in the managed low-lying farmland of the Venice coast, Italy: An assessment of vulnerability. Sci Total Environ. 2015 Nov 15; 533:356-69. "
26207878,"Richter E, Hecht F, Schnellbacher N, Ternes TA, Wick A, Wode F, Coors A",2015,Nov,Assessing the ecological long-term impact of wastewater irrigation on soil and water based on bioassays and chemical analyses.,"Richter E, Hecht F, Schnellbacher N, Ternes TA, Wick A, Wode F, Coors A.Assessing the ecological long-term impact of wastewater irrigation on soil and water based on bioassays and chemical analyses. Water Res. 2015 Nov 1; 84:33-42. "
26318691,"Kazakis N, Kougias I, Patsialis T",2015,Dec,"Assessment of flood hazard areas at a regional scale using an index-based approach and Analytical Hierarchy Process: Application in Rhodope-Evros region, Greece.","Kazakis N, Kougias I, Patsialis T.Assessment of flood hazard areas at a regional scale using an index-based approach and Analytical Hierarchy Process: Application in Rhodope-Evros region, Greece. Sci Total Environ. 2015 Dec 15; 538:555-63. "
26338143,"Schijven JF, Blaak H, Schets FM, de Roda Husman AM",2015,Oct,Fate of Extended-Spectrum β-Lactamase-Producing Escherichia coli from Faecal Sources in Surface Water and Probability of Human Exposure through Swimming.,"Schijven JF, Blaak H, Schets FM, de Roda Husman AM.Fate of Extended-Spectrum β-Lactamase-Producing Escherichia coli from Faecal Sources in Surface Water and Probability of Human Exposure through Swimming. Environ Sci Technol. 2015 Oct 6; 49(19):11825-33. "
26340582,"Bao Z, Haberer C, Maier U, Beckingham B, Amos RT, Grathwohl P",2015,Dec,Modeling long-term uptake and re-volatilization of semi-volatile organic compounds (SVOCs) across the soil-atmosphere interface.,"Bao Z, Haberer C, Maier U, Beckingham B, Amos RT, Grathwohl P.Modeling long-term uptake and re-volatilization of semi-volatile organic compounds (SVOCs) across the soil-atmosphere interface. Sci Total Environ. 2015 Dec 15; 538:789-801. "
26346067,"Rodriguez JA, Kargel JS, Baker VR, Gulick VC, Berman DC, Fairén AG, Linares R, Zarroca M, Yan J, Miyamoto H, Glines N",2015,Sep,"Martian outflow channels: How did their source aquifers form, and why did they drain so rapidly?","Rodriguez JA, Kargel JS, Baker VR, Gulick VC, Berman DC, Fairén AG, Linares R, Zarroca M, Yan J, Miyamoto H, Glines N.Martian outflow channels: How did their source aquifers form, and why did they drain so rapidly? Sci Rep. 2015 Sep 8; 5:13404. "
26392383,"Aquilina L, Vergnaud-Ayraud V, Les Landes AA, Pauwels H, Davy P, Pételet-Giraud E, Labasque T, Roques C, Chatton E, Bour O, Ben Maamar S, Dufresne A, Khaska M, Le Gal La Salle C, Barbecot F",2015,Sep,Impact of climate changes during the last 5 million years on groundwater in basement aquifers.,"Aquilina L, Vergnaud-Ayraud V, Les Landes AA, Pauwels H, Davy P, Pételet-Giraud E, Labasque T, Roques C, Chatton E, Bour O, Ben Maamar S, Dufresne A, Khaska M, Le Gal La Salle C, Barbecot F.Impact of climate changes during the last 5 million years on groundwater in basement aquifers. Sci Rep. 2015 Sep 22; 5:14132. "
26397978,"Drozd VM, Saenko VA, Brenner AV, Drozdovitch V, Pashkevich VI, Kudelsky AV, Demidchik YE, Branovan I, Shiglik N, Rogounovitch TI, Yamashita S, Biko J, Reiners C",2015,Sep,Major Factors Affecting Incidence of Childhood Thyroid Cancer in Belarus after the Chernobyl Accident: Do Nitrates in Drinking Water Play a Role?,"Drozd VM, Saenko VA, Brenner AV, Drozdovitch V, Pashkevich VI, Kudelsky AV, Demidchik YE, Branovan I, Shiglik N, Rogounovitch TI, Yamashita S, Biko J, Reiners C.Major Factors Affecting Incidence of Childhood Thyroid Cancer in Belarus after the Chernobyl Accident: Do Nitrates in Drinking Water Play a Role? PLoS One. 2015 Sep 23; 10(9):e0137226. "
26440579,"Zhang Q, Sun J, Liu J, Huang G, Lu C, Zhang Y",2015,Nov,Driving mechanism and sources of groundwater nitrate contamination in the rapidly urbanized region of south China.,"Zhang Q, Sun J, Liu J, Huang G, Lu C, Zhang Y.Driving mechanism and sources of groundwater nitrate contamination in the rapidly urbanized region of south China. J Contam Hydrol. 2015 Nov; 182:221-30. "
26452653,"Constant T, Charrière S, Lioeddine A, Emsellem Y",2016,Aug,"Use of modeling to protect, plan, and manage water resources in catchment areas.","Constant T, Charrière S, Lioeddine A, Emsellem Y.Use of modeling to protect, plan, and manage water resources in catchment areas. Environ Sci Pollut Res Int. 2016 Aug; 23(16):15841-51. "
26458117,"Luo J, Qi S, Peng L, Wang J",2016,,Phytoremediation efficiency OF CD by Eucalyptus globulus transplanted from polluted and unpolluted sites.,"Luo J, Qi S, Peng L, Wang J.Phytoremediation efficiency OF CD by Eucalyptus globulus transplanted from polluted and unpolluted sites. Int J Phytoremediation. 2016; 18(4):308-14. "
26460188,"Huber J, Heimbürger LE, Sonke JE, Ziller S, Lindén M, Leopold K",2015,Nov,Nanogold-Decorated Silica Monoliths as Highly Efficient Solid-Phase Adsorbent for Ultratrace Mercury Analysis in Natural Waters.,"Huber J, Heimbürger LE, Sonke JE, Ziller S, Lindén M, Leopold K.Nanogold-Decorated Silica Monoliths as Highly Efficient Solid-Phase Adsorbent for Ultratrace Mercury Analysis in Natural Waters. Anal Chem. 2015 Nov 3; 87(21):11122-9. "
26473717,"Guo H, Jia Y, Wanty RB, Jiang Y, Zhao W, Xiu W, Shen J, Li Y, Cao Y, Wu Y, Zhang D, Wei C, Zhang Y, Cao W, Foster A",2016,Jan,"Contrasting distributions of groundwater arsenic and uranium in the western Hetao basin, Inner Mongolia: Implication for origins and fate controls.","Guo H, Jia Y, Wanty RB, Jiang Y, Zhao W, Xiu W, Shen J, Li Y, Cao Y, Wu Y, Zhang D, Wei C, Zhang Y, Cao W, Foster A.Contrasting distributions of groundwater arsenic and uranium in the western Hetao basin, Inner Mongolia: Implication for origins and fate controls. Sci Total Environ. 2016 Jan 15; 541:1172-90. "
26506965,"Mori JF, Lu S, Händel M, Totsche KU, Neu TR, Iancu VV, Tarcea N, Popp J, Küsel K",2016,Jan,Schwertmannite formation at cell junctions by a new filament-forming Fe(II)-oxidizing isolate affiliated with the novel genus Acidithrix.,"Mori JF, Lu S, Händel M, Totsche KU, Neu TR, Iancu VV, Tarcea N, Popp J, Küsel K.Schwertmannite formation at cell junctions by a new filament-forming Fe(II)-oxidizing isolate affiliated with the novel genus Acidithrix. Microbiology. 2016 Jan; 162(1):62-71. "
26519822,"Jamin P, Goderniaux P, Bour O, Le Borgne T, Englert A, Longuevergne L, Brouyère S",2015,Nov,Contribution of the finite volume point dilution method for measurement of groundwater fluxes in a fractured aquifer.,"Jamin P, Goderniaux P, Bour O, Le Borgne T, Englert A, Longuevergne L, Brouyère S.Contribution of the finite volume point dilution method for measurement of groundwater fluxes in a fractured aquifer. J Contam Hydrol. 2015 Nov; 182:244-55. "
26520097,"Huang G, Chen Z, Wang J, Hou Q, Zhang Y",2016,Mar,Impact of temperature on the aging mechanisms of arsenic in soils: fractionation and bioaccessibility.,"Huang G, Chen Z, Wang J, Hou Q, Zhang Y.Impact of temperature on the aging mechanisms of arsenic in soils: fractionation and bioaccessibility. Environ Sci Pollut Res Int. 2016 Mar; 23(5):4594-601. "
26524436,"Li H, Zhao YS, Han ZT, Hong M",2015,,"Transport of sucrose-modified nanoscale zero-valent iron in saturated porous media: role of media size, injection rate and input concentration.","Li H, Zhao YS, Han ZT, Hong M.Transport of sucrose-modified nanoscale zero-valent iron in saturated porous media: role of media size, injection rate and input concentration. Water Sci Technol. 2015; 72(9):1463-71. "
26527336,"Zhang Q, Wang X, Sun F, Sun J, Liu J, Ouyang Z",2015,Dec,"Assessment of temporal and spatial differences of source apportionment of nitrate in an urban river in China, using δ(15)N and δ(18)O values and an isotope mixing model.","Zhang Q, Wang X, Sun F, Sun J, Liu J, Ouyang Z.Assessment of temporal and spatial differences of source apportionment of nitrate in an urban river in China, using δ(15)N and δ(18)O values and an isotope mixing model. Environ Sci Pollut Res Int. 2015 Dec; 22(24):20226-33. "
26605830,"Kazakis N, Pavlou A, Vargemezis G, Voudouris KS, Soulios G, Pliakas F, Tsokas G",2016,Feb,"Seawater intrusion mapping using electrical resistivity tomography and hydrochemical data. An application in the coastal area of eastern Thermaikos Gulf, Greece.","Kazakis N, Pavlou A, Vargemezis G, Voudouris KS, Soulios G, Pliakas F, Tsokas G.Seawater intrusion mapping using electrical resistivity tomography and hydrochemical data. An application in the coastal area of eastern Thermaikos Gulf, Greece. Sci Total Environ. 2016 Feb 1; 543(Pt A):373-87. "
26605833,"Alcaraz M, García-Gil A, Vázquez-Suñé E, Velasco V",2016,Feb,Advection and dispersion heat transport mechanisms in the quantification of shallow geothermal resources and associated environmental impacts.,"Alcaraz M, García-Gil A, Vázquez-Suñé E, Velasco V.Advection and dispersion heat transport mechanisms in the quantification of shallow geothermal resources and associated environmental impacts. Sci Total Environ. 2016 Feb 1; 543(Pt A):536-46. "
26657381,"Garrido Schneider EA, García-Gil A, Vázquez-Suñè E, Sánchez-Navarro JÁ",2016,Feb,Geochemical impacts of groundwater heat pump systems in an urban alluvial aquifer with evaporitic bedrock.,"Garrido Schneider EA, García-Gil A, Vázquez-Suñè E, Sánchez-Navarro JÁ.Geochemical impacts of groundwater heat pump systems in an urban alluvial aquifer with evaporitic bedrock. Sci Total Environ. 2016 Feb 15; 544:354-68. "
26688239,"Qi P, Pichler T",2016,Feb,Sequential and simultaneous adsorption of Sb(III) and Sb(V) on ferrihydrite: Implications for oxidation and competition.,"Qi P, Pichler T.Sequential and simultaneous adsorption of Sb(III) and Sb(V) on ferrihydrite: Implications for oxidation and competition. Chemosphere. 2016 Feb; 145:55-60. "
26709616,"Degnan JR, Böhlke JK, Pelham K, Langlais DM, Walsh GJ",2016,Jan,"Identification of Groundwater Nitrate Contamination from Explosives Used in Road Construction: Isotopic, Chemical, and Hydrologic Evidence.","Degnan JR, Böhlke JK, Pelham K, Langlais DM, Walsh GJ.Identification of Groundwater Nitrate Contamination from Explosives Used in Road Construction: Isotopic, Chemical, and Hydrologic Evidence. Environ Sci Technol. 2016 Jan 19; 50(2):593-603. "
26712780,"Hoque MA, Butler AP",2015,Dec,"Medical Hydrogeology of Asian Deltas: Status of Groundwater Toxicants and Nutrients, and Implications for Human Health.","Hoque MA, Butler AP.Medical Hydrogeology of Asian Deltas: Status of Groundwater Toxicants and Nutrients, and Implications for Human Health. Int J Environ Res Public Health. 2015 Dec 26; 13(1):81. "
26731307,"Kong X, Han Z, Zhang W, Song L, Li H",2016,Mar,Synthesis of zeolite-supported microscale zero-valent iron for the removal of Cr(6+) and Cd(2+) from aqueous solution.,"Kong X, Han Z, Zhang W, Song L, Li H.Synthesis of zeolite-supported microscale zero-valent iron for the removal of Cr(6+) and Cd(2+) from aqueous solution. J Environ Manage. 2016 Mar 15; 169:84-90. "
26766391,"Hamann E, Stuyfzand PJ, Greskowiak J, Timmer H, Massmann G",2016,Mar,The fate of organic micropollutants during long-term/long-distance river bank filtration.,"Hamann E, Stuyfzand PJ, Greskowiak J, Timmer H, Massmann G.The fate of organic micropollutants during long-term/long-distance river bank filtration. Sci Total Environ. 2016 Mar 1; 545-546:629-40. "
26771208,"Ouedraogo I, Defourny P, Vanclooster M",2016,Feb,Mapping the groundwater vulnerability for pollution at the pan African scale.,"Ouedraogo I, Defourny P, Vanclooster M.Mapping the groundwater vulnerability for pollution at the pan African scale. Sci Total Environ. 2016 Feb 15; 544:939-53. "
26775113,"Olaka LA, Wilke FD, Olago DO, Odada EO, Mulch A, Musolff A",2016,Mar,Groundwater fluoride enrichment in an active rift setting: Central Kenya Rift case study.,"Olaka LA, Wilke FD, Olago DO, Odada EO, Mulch A, Musolff A.Groundwater fluoride enrichment in an active rift setting: Central Kenya Rift case study. Sci Total Environ. 2016 Mar 1; 545-546:641-53. "
26791026,"Huang S, Wang Y, Ma T, Wang Y, Zhao L",2016,May,Fluorescence spectroscopy reveals accompanying occurrence of ammonium with fulvic acid-like organic matter in a fluvio-lacustrine aquifer of Jianhan Plain.,"Huang S, Wang Y, Ma T, Wang Y, Zhao L.Fluorescence spectroscopy reveals accompanying occurrence of ammonium with fulvic acid-like organic matter in a fluvio-lacustrine aquifer of Jianhan Plain. Environ Sci Pollut Res Int. 2016 May; 23(9):8508-17. "
26795541,"Zirlewagen J, Licha T, Schiperski F, Nödler K, Scheytt T",2016,Mar,"Use of two artificial sweeteners, cyclamate and acesulfame, to identify and quantify wastewater contributions in a karst spring.","Zirlewagen J, Licha T, Schiperski F, Nödler K, Scheytt T.Use of two artificial sweeteners, cyclamate and acesulfame, to identify and quantify wastewater contributions in a karst spring. Sci Total Environ. 2016 Mar 15; 547:356-65. "
26799807,"Kamjunke N, Oosterwoud MR, Herzsprung P, Tittel J",2016,Apr,Bacterial production and their role in the removal of dissolved organic matter from tributaries of drinking water reservoirs.,"Kamjunke N, Oosterwoud MR, Herzsprung P, Tittel J.Bacterial production and their role in the removal of dissolved organic matter from tributaries of drinking water reservoirs. Sci Total Environ. 2016 Apr 1; 548-549:51-9. "
26803098,"Liu F, Huang G, Sun J, Jing J, Zhang Y",2016,Feb,"A New Evaluation Method for Groundwater Quality Applied in Guangzhou Region, China: Using Fuzzy Method Combining Toxicity Index.","Liu F, Huang G, Sun J, Jing J, Zhang Y.A New Evaluation Method for Groundwater Quality Applied in Guangzhou Region, China: Using Fuzzy Method Combining Toxicity Index. Water Environ Res. 2016 Feb; 88(2):99-106. "
26822018,Zaltsberg E,2016,Mar,The Cradle of Russian Hydrogeology: 85 Years of Groundwater Studies at the Leningrad Mining Institute.,Zaltsberg E.The Cradle of Russian Hydrogeology: 85 Years of Groundwater Studies at the Leningrad Mining Institute. Ground Water. 2016 Mar; 54(2):304-7. 
26846211,"Luo J, Qi S, Gu XW, Wang J, Xie X",2016,May,An evaluation of EDTA additions for improving the phytoremediation efficiency of different plants under various cultivation systems.,"Luo J, Qi S, Gu XW, Wang J, Xie X.An evaluation of EDTA additions for improving the phytoremediation efficiency of different plants under various cultivation systems. Ecotoxicology. 2016 May; 25(4):646-54. "
26849338,"Kazakis N, Vargemezis G, Voudouris KS",2016,Apr,Estimation of hydraulic parameters in a complex porous aquifer system using geoelectrical methods.,"Kazakis N, Vargemezis G, Voudouris KS.Estimation of hydraulic parameters in a complex porous aquifer system using geoelectrical methods. Sci Total Environ. 2016 Apr 15; 550:742-50. "
26874254,"Palau J, Jamin P, Badin A, Vanhecke N, Haerens B, Brouyère S, Hunkeler D",2016,Apr,"Use of dual carbon-chlorine isotope analysis to assess the degradation pathways of 1,1,1-trichloroethane in groundwater.","Palau J, Jamin P, Badin A, Vanhecke N, Haerens B, Brouyère S, Hunkeler D.Use of dual carbon-chlorine isotope analysis to assess the degradation pathways of 1,1,1-trichloroethane in groundwater. Water Res. 2016 Apr 1; 92:235-43. "
26910989,"Kong XL, Wang SQ, Zhao H, Yuan RQ",2015,Nov,[Distribution Characteristics and Source of Fluoride in Groundwater in Lower Plain Area of North China Plain: A Case Study in Nanpi County].,"Kong XL, Wang SQ, Zhao H, Yuan RQ.[Distribution Characteristics and Source of Fluoride in Groundwater in Lower Plain Area of North China Plain: A Case Study in Nanpi County]. Huan Jing Ke Xue. 2015 Nov; 36(11):4051-9. "
26927886,"Zhu L, Gong H, Chen Y, Li X, Chang X, Cui Y",2016,Mar,Improved estimation of hydraulic conductivity by combining stochastically simulated hydrofacies with geophysical data.,"Zhu L, Gong H, Chen Y, Li X, Chang X, Cui Y.Improved estimation of hydraulic conductivity by combining stochastically simulated hydrofacies with geophysical data. Sci Rep. 2016 Mar 1; 6:22224. "
26940160,"Wiche O, Székely B, Kummer NA, Moschner C, Heilmeier H",2016,Sep,Effects of intercropping of oat (Avena sativa L.) with white lupin (Lupinus albus L.) on the mobility of target elements for phytoremediation and phytomining in soil solution.,"Wiche O, Székely B, Kummer NA, Moschner C, Heilmeier H.Effects of intercropping of oat (Avena sativa L.) with white lupin (Lupinus albus L.) on the mobility of target elements for phytoremediation and phytomining in soil solution. Int J Phytoremediation. 2016 Sep; 18(9):900-7. "
26950623,"Ascott MJ, Lapworth DJ, Gooddy DC, Sage RC, Karapanos I",2016,Jun,Impacts of extreme flooding on riverbank filtration water quality.,"Ascott MJ, Lapworth DJ, Gooddy DC, Sage RC, Karapanos I.Impacts of extreme flooding on riverbank filtration water quality. Sci Total Environ. 2016 Jun 1; 554-555:89-101. "
26981888,"Noli F, Kazakis N, Vargemezis G, Ioannidou A",2016,Aug-Oct,"The uranium isotopes in the characterisation of groundwater in the Thermi-Vasilika region, northern Greece.","Noli F, Kazakis N, Vargemezis G, Ioannidou A.The uranium isotopes in the characterisation of groundwater in the Thermi-Vasilika region, northern Greece. Isotopes Environ Health Stud. 2016 Aug-Oct; 52(4-5):405-13. "
27017268,"Vasudevan M, Nambi IM, Suresh Kumar G",2016,Jun,Scenario-based modelling of mass transfer mechanisms at a petroleum contaminated field site-numerical implications.,"Vasudevan M, Nambi IM, Suresh Kumar G.Scenario-based modelling of mass transfer mechanisms at a petroleum contaminated field site-numerical implications. J Environ Manage. 2016 Jun 15; 175:9-19. "
27060280,"Szymańska R, Kołodziej K, Ślesak I, Zimak-Piekarczyk P, Orzechowska A, Gabruk M, Żądło A, Habina I, Knap W, Burda K, Kruk J",2016,Jun,Titanium dioxide nanoparticles (100-1000 mg/l) can affect vitamin E response in Arabidopsis thaliana.,"Szymańska R, Kołodziej K, Ślesak I, Zimak-Piekarczyk P, Orzechowska A, Gabruk M, Żądło A, Habina I, Knap W, Burda K, Kruk J.Titanium dioxide nanoparticles (100-1000 mg/l) can affect vitamin E response in Arabidopsis thaliana. Environ Pollut. 2016 Jun; 213:957-65. "
27065448,"Custodio E, Andreu-Rodes JM, Aragón R, Estrela T, Ferrer J, García-Aróstegui JL, Manzano M, Rodríguez-Hernández L, Sahuquillo A, Del Villar A",2016,Jul,"Groundwater intensive use and mining in south-eastern peninsular Spain: Hydrogeological, economic and social aspects.","Custodio E, Andreu-Rodes JM, Aragón R, Estrela T, Ferrer J, García-Aróstegui JL, Manzano M, Rodríguez-Hernández L, Sahuquillo A, Del Villar A.Groundwater intensive use and mining in south-eastern peninsular Spain: Hydrogeological, economic and social aspects. Sci Total Environ. 2016 Jul 15; 559:302-16. "
27080408,"Liu J, Chen Z, Wang L, Zhang Y, Li Z, Xu J, Peng Y",2016,Aug,"Chemical and isotopic constrains on the origin of brine and saline groundwater in Hetao plain, Inner Mongolia.","Liu J, Chen Z, Wang L, Zhang Y, Li Z, Xu J, Peng Y.Chemical and isotopic constrains on the origin of brine and saline groundwater in Hetao plain, Inner Mongolia. Environ Sci Pollut Res Int. 2016 Aug; 23(15):15003-14. "
27085060,"Zemann M, Majewsky M, Wolf L",2016,Jul,Accumulation of pharmaceuticals in groundwater under arid climate conditions - Results from unsaturated column experiments.,"Zemann M, Majewsky M, Wolf L.Accumulation of pharmaceuticals in groundwater under arid climate conditions - Results from unsaturated column experiments. Chemosphere. 2016 Jul; 154:463-71. "
27097271,"Zha Y, Yeh TJ, Illman WA, Tanaka T, Bruines P, Onoe H, Saegusa H, Mao D, Takeuchi S, Wen JC",2016,Nov,"An Application of Hydraulic Tomography to a Large-Scale Fractured Granite Site, Mizunami, Japan.","Zha Y, Yeh TJ, Illman WA, Tanaka T, Bruines P, Onoe H, Saegusa H, Mao D, Takeuchi S, Wen JC.An Application of Hydraulic Tomography to a Large-Scale Fractured Granite Site, Mizunami, Japan. Ground Water. 2016 Nov; 54(6):793-804. "
27101525,"Ye M, Wang L, Pohlmann KF, Chapman JB",2016,Nov,Evaluating Groundwater Interbasin Flow Using Multiple Models and Multiple Types of Data.,"Ye M, Wang L, Pohlmann KF, Chapman JB.Evaluating Groundwater Interbasin Flow Using Multiple Models and Multiple Types of Data. Ground Water. 2016 Nov; 54(6):805-817. "
27116640,"Broholm MM, Janniche GS, Mosthaf K, Fjordbøge AS, Binning PJ, Christensen AG, Grosen B, Jørgensen TH, Keller C, Wealthall G, Kerrn-Jespersen H",2016,Jun,Characterization of chlorinated solvent contamination in limestone using innovative FLUTe® technologies in combination with other methods in a line of evidence approach.,"Broholm MM, Janniche GS, Mosthaf K, Fjordbøge AS, Binning PJ, Christensen AG, Grosen B, Jørgensen TH, Keller C, Wealthall G, Kerrn-Jespersen H.Characterization of chlorinated solvent contamination in limestone using innovative FLUTe® technologies in combination with other methods in a line of evidence approach. J Contam Hydrol. 2016 Jun; 189:68-85. "
27147236,"Ciazela J, Siepak M",2016,Jun,"Environmental factors affecting soil metals near outlet roads in Poznań, Poland: impact of grain size, soil depth, and wind dispersal.","Ciazela J, Siepak M.Environmental factors affecting soil metals near outlet roads in Poznań, Poland: impact of grain size, soil depth, and wind dispersal. Environ Monit Assess. 2016 Jun; 188(6):323. "
27153381,"Wanner P, Parker BL, Chapman SW, Aravena R, Hunkeler D",2016,Jun,Quantification of Degradation of Chlorinated Hydrocarbons in Saturated Low Permeability Sediments Using Compound-Specific Isotope Analysis.,"Wanner P, Parker BL, Chapman SW, Aravena R, Hunkeler D.Quantification of Degradation of Chlorinated Hydrocarbons in Saturated Low Permeability Sediments Using Compound-Specific Isotope Analysis. Environ Sci Technol. 2016 Jun 7; 50(11):5622-30. "
27165543,"Yin K, Tong H, Giannis A, Chang VW, Wang JY",2016,Jul,Insights for transformation of contaminants in leachate at a tropical landfill dominated by natural attenuation.,"Yin K, Tong H, Giannis A, Chang VW, Wang JY.Insights for transformation of contaminants in leachate at a tropical landfill dominated by natural attenuation. Waste Manag. 2016 Jul; 53:105-15. "
27187427,"Wan D, Zhan C, Yang G, Liu X, Yang J",2016,May,Preliminary Assessment of Health Risks of Potentially Toxic Elements in Settled Dust over Beijing Urban Area.,"Wan D, Zhan C, Yang G, Liu X, Yang J.Preliminary Assessment of Health Risks of Potentially Toxic Elements in Settled Dust over Beijing Urban Area. Int J Environ Res Public Health. 2016 May 11; 13(5) "
27194522,"Xiong X, Jiang T, Zhou R, Wang S, Zou W, Zhu Z",2016,May,Microwave plasma torch mass spectrometry for the direct detection of copper and molybdenum ions in aqueous liquids.,"Xiong X, Jiang T, Zhou R, Wang S, Zou W, Zhu Z.Microwave plasma torch mass spectrometry for the direct detection of copper and molybdenum ions in aqueous liquids. J Mass Spectrom. 2016 May; 51(5):369-77. "
27196957,"Rodriguez JA, Fairén AG, Tanaka KL, Zarroca M, Linares R, Platz T, Komatsu G, Miyamoto H, Kargel JS, Yan J, Gulick V, Higuchi K, Baker VR, Glines N",2016,May,Tsunami waves extensively resurfaced the shorelines of an early Martian ocean.,"Rodriguez JA, Fairén AG, Tanaka KL, Zarroca M, Linares R, Platz T, Komatsu G, Miyamoto H, Kargel JS, Yan J, Gulick V, Higuchi K, Baker VR, Glines N.Tsunami waves extensively resurfaced the shorelines of an early Martian ocean. Sci Rep. 2016 May 19; 6:25106. "
27236346,"Knorr B, Maloszewski P, Stumpp C",2016,Aug,Quantifying the impact of immobile water regions on the fate of nitroaromatic compounds in dual-porosity media.,"Knorr B, Maloszewski P, Stumpp C.Quantifying the impact of immobile water regions on the fate of nitroaromatic compounds in dual-porosity media. J Contam Hydrol. 2016 Aug; 191:44-53. "
27263105,"Scholz C, Jones TG, West M, Ehbair AM, Dunn C, Freeman C",2016,Sep,Constructed wetlands may lower inorganic nutrient inputs but enhance DOC loadings into a drinking water reservoir in North Wales.,"Scholz C, Jones TG, West M, Ehbair AM, Dunn C, Freeman C.Constructed wetlands may lower inorganic nutrient inputs but enhance DOC loadings into a drinking water reservoir in North Wales. Environ Sci Pollut Res Int. 2016 Sep; 23(18):18192-9. "
27283074,"Wu C, Zhang Z, Fei Y, Wu G, Qian Y",2016,Aug,"Mercury Fractionation in Superficial Sediment and Paddy Soil Samples from Tianjin, Northern China.","Wu C, Zhang Z, Fei Y, Wu G, Qian Y.Mercury Fractionation in Superficial Sediment and Paddy Soil Samples from Tianjin, Northern China. Bull Environ Contam Toxicol. 2016 Aug; 97(2):225-31. "
27318432,"Badin A, Broholm MM, Jacobsen CS, Palau J, Dennis P, Hunkeler D",2016,Sep,Identification of abiotic and biotic reductive dechlorination in a chlorinated ethene plume after thermal source remediation by means of isotopic and molecular biology tools.,"Badin A, Broholm MM, Jacobsen CS, Palau J, Dennis P, Hunkeler D.Identification of abiotic and biotic reductive dechlorination in a chlorinated ethene plume after thermal source remediation by means of isotopic and molecular biology tools. J Contam Hydrol. 2016 Sep; 192:1-19. "
27320733,"Serra-Roig MP, Jurado A, Díaz-Cruz MS, Vázquez-Suñé E, Pujades E, Barceló D",2016,Oct,"Occurrence, fate and risk assessment of personal care products in river-groundwater interface.","Serra-Roig MP, Jurado A, Díaz-Cruz MS, Vázquez-Suñé E, Pujades E, Barceló D.Occurrence, fate and risk assessment of personal care products in river-groundwater interface. Sci Total Environ. 2016 Oct 15; 568:829-37. "
27329061,"Burke V, Richter D, Greskowiak J, Mehrtens A, Schulz L, Massmann G",2016,Jul,Occurrence of Antibiotics in Surface and Groundwater of a Drinking Water Catchment Area in Germany.,"Burke V, Richter D, Greskowiak J, Mehrtens A, Schulz L, Massmann G.Occurrence of Antibiotics in Surface and Groundwater of a Drinking Water Catchment Area in Germany. Water Environ Res. 2016 Jul; 88(7):652-9. "
